Xoloitzcuintli,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Yorkshire_Terrier.jpg
Yorkshire Terrier,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Akbash_Dog.jpg
Akbash Dog,https://bigd.big.ac.cn/idog/images/breed_image_thumb/American_Bulldog.jpg
American Bulldog,https://bigd.big.ac.cn/idog/images/breed_image_thumb/American_Pit_Bull_Terrier.jpg
American Pit Bull Terrier,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Australian_Kelpie.jpg
Australian Kelpie,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Large_Munsterlander.jpg
Large Munsterlander,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Miniature_Poodle.jpg
Miniature Poodle,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Standard_Poodle.jpg
Standard Poodle,https://bigd.big.ac.cn/idog/images/breed_image_thumb/PoodleToy.jpg
Toy Poodle,https://bigd.big.ac.cn/idog/images/breed_image_thumb/Toy_Manchester_Terrier.jpg
Toy Manchester Terrier,https://bigd.big.ac.cn/idog/images/breed_image_thumb/American_Cocker_Spaniel.jpg
